compra_id,cliente_id,producto_id,fecha,cantidad,precio_unitario,descuento_aplicado,total
1107,21,26,2025-10-25,10,231.76,0.0,2317.6
1108,22,31,2024-11-02,7,5175.66,0.0,36229.62
1109,22,19,2024-11-02,10,724.3,0.0,7243.0
1110,22,24,2024-11-02,9,4452.98,0.0,40076.82
1111,22,21,2024-11-02,5,420.87,125.14,2104.35
1112,22,10,2024-11-08,2,2252.54,0.0,4505.08
1113,22,37,2024-11-08,6,1804.91,0.0,10829.46
1114,22,6,2024-11-08,6,2801.02,0.0,16806.12
1115,22,23,2024-11-08,8,2259.06,0.0,18072.48
1116,22,16,2024-11-10,9,1122.64,0.0,10103.76
1117,22,9,2024-11-10,4,3824.85,0.0,15299.4
1118,22,13,2024-11-12,1,1614.78,0.0,1614.78
1119,22,21,2024-11-12,4,523.76,0.0,2095.04
1120,22,35,2024-11-12,9,1670.75,0.0,15036.75
1121,22,24,2024-11-12,1,3064.15,0.0,3064.15
1122,22,17,2024-11-14,2,832.78,0.0,1665.56
1123,22,15,2024-11-14,4,2101.83,0.0,8407.32
1124,22,2,2024-11-14,3,2236.05,0.0,6708.15
1125,22,16,2024-11-24,9,609.87,73.5,5488.83
1126,22,13,2024-11-24,9,2482.57,0.0,22343.13
1127,22,13,2024-11-24,5,1492.34,0.0,7461.7
1128,22,30,2024-11-24,8,5241.04,0.0,41928.32
1129,22,7,2024-11-28,1,226.0,0.0,226.0
1130,22,5,2024-11-28,4,1075.34,0.0,4301.36
1131,22,27,2024-11-28,1,6130.71,0.0,6130.71
1132,22,18,2024-11-28,10,3834.94,0.0,38349.4
1133,22,38,2024-12-01,2,1392.39,0.0,2784.78
1134,22,34,2024-12-25,2,5068.85,0.0,10137.7
1135,22,15,2024-12-25,1,1571.6,0.0,1571.6
1136,22,6,2025-01-16,8,1223.41,0.0,9787.28
1137,22,12,2025-01-16,10,1062.95,0.0,10629.5
1138,22,26,2025-01-16,7,385.7,0.0,2699.9
1139,22,8,2025-02-01,7,480.79,0.0,3365.53
1140,22,29,2025-02-01,1,2992.05,0.0,2992.05
1141,22,24,2025-02-01,1,2628.06,0.0,2628.06
1142,22,20,2025-02-07,10,788.31,0.0,7883.1
1143,22,36,2025-02-07,7,1344.8,0.0,9413.6
1144,22,31,2025-02-07,1,3560.18,0.0,3560.18
1145,22,37,2025-02-11,8,1737.71,0.0,13901.68
1146,22,35,2025-02-11,4,850.19,0.0,3400.76
1147,22,17,2025-02-11,9,1234.81,0.0,11113.29
1148,22,34,2025-03-03,10,3290.99,0.0,32909.9
1149,22,10,2025-03-03,3,2249.06,0.0,6747.18
1150,22,29,2025-03-03,10,3182.31,0.0,31823.1
1151,22,15,2025-03-03,5,1846.09,0.0,9230.45
1152,22,31,2025-03-05,6,3613.88,0.0,21683.28
1153,22,13,2025-03-05,8,3132.51,0.0,25060.08
1154,22,2,2025-03-05,3,2532.48,0.0,7597.44
1155,22,32,2025-03-11,5,3348.08,0.0,16740.4
1156,22,22,2025-03-11,6,2501.18,0.0,15007.08
1157,22,3,2025-03-11,8,2118.21,0.0,16945.68
1158,22,22,2025-03-11,8,3005.05,0.0,24040.4
1159,22,12,2025-04-08,1,1453.09,0.0,1453.09
1160,22,30,2025-04-08,4,2176.63,0.0,8706.52
1161,22,19,2025-04-08,8,359.04,0.0,2872.32
1162,22,19,2025-04-10,10,741.68,0.0,7416.8
1163,22,30,2025-04-10,10,4889.65,0.0,48896.5
1164,22,2,2025-04-10,10,2208.94,0.0,22089.4
1165,22,22,2025-04-10,10,1550.98,0.0,15509.8
1166,22,32,2025-04-16,2,4212.09,0.0,8424.18
1167,22,3,2025-04-16,9,1855.97,0.0,16703.73
1168,22,36,2025-04-16,9,1022.61,0.0,9203.49
1169,22,20,2025-05-08,1,992.68,0.0,992.68
1170,22,16,2025-05-09,3,700.12,0.0,2100.36
1171,22,26,2025-05-09,3,186.91,0.0,560.73
1172,22,1,2025-05-09,4,1608.93,0.0,6435.72
1173,22,33,2025-05-09,10,815.18,0.0,8151.8
1174,22,7,2025-05-18,7,382.1,0.0,2674.7
1175,22,15,2025-05-18,4,1671.65,0.0,6686.6
1176,22,19,2025-05-18,1,526.27,0.0,526.27
1177,22,34,2025-05-25,6,4023.18,0.0,24139.08
1178,22,30,2025-05-30,4,3668.4,0.0,14673.6
1179,22,32,2025-05-30,1,1627.94,0.0,1627.94
1180,22,10,2025-06-10,2,4556.55,0.0,9113.1
1181,22,6,2025-06-10,7,2268.92,0.0,15882.44
1182,22,21,2025-06-10,6,609.16,0.0,3654.96
1183,22,19,2025-06-10,8,492.31,0.0,3938.48
1184,22,20,2025-06-14,9,749.98,0.0,6749.82
1185,22,6,2025-06-14,1,1448.3,0.0,1448.3
1186,22,16,2025-06-14,3,1062.84,0.0,3188.52
1187,22,37,2025-06-17,9,1358.83,0.0,12229.47
1188,22,12,2025-06-17,7,1664.02,0.0,11648.14
1189,22,15,2025-06-17,1,1125.41,0.0,1125.41
1190,22,35,2025-06-17,8,1752.62,0.0,14020.96
1191,22,16,2025-07-15,4,961.55,0.0,3846.2
1192,22,28,2025-07-15,10,3668.47,0.0,36684.7
1193,22,21,2025-07-15,4,694.36,0.0,2777.44
1194,22,38,2025-07-15,2,1589.09,0.0,3178.18
1195,22,8,2025-08-06,3,550.67,0.0,1652.01
1196,22,30,2025-08-11,8,3761.2,308.12,30089.6
1197,22,1,2025-08-29,9,739.32,0.0,6653.88
1198,22,12,2025-08-29,2,2252.7,0.0,4505.4
1199,22,31,2025-08-29,5,2775.72,0.0,13878.6
1200,22,32,2025-08-29,7,2545.41,0.0,17817.87
1201,22,31,2025-09-04,5,2820.09,0.0,14100.45
1202,22,5,2025-09-05,8,380.52,87.94,3044.16
1203,22,1,2025-09-05,8,1473.91,0.0,11791.28
1204,22,6,2025-09-05,6,1226.99,0.0,7361.94
1205,22,10,2025-09-05,8,4448.75,0.0,35590.0
1206,22,5,2025-09-20,2,434.92,0.0,869.84
1207,22,9,2025-09-20,4,2858.83,0.0,11435.32
1208,22,27,2025-09-20,1,3310.96,0.0,3310.96
1209,22,30,2025-09-20,2,2599.58,0.0,5199.16
1210,22,23,2025-09-29,9,1779.61,0.0,16016.49
1211,22,21,2025-09-29,4,913.41,0.0,3653.64
1212,22,35,2025-09-29,6,924.28,0.0,5545.68
1213,22,35,2025-10-11,2,1743.13,0.0,3486.26
1214,22,36,2025-10-11,3,1098.06,0.0,3294.18
1215,22,21,2025-10-19,6,841.47,0.0,5048.82
1216,22,14,2025-10-19,5,602.05,0.0,3010.25
1217,22,8,2025-10-19,6,547.28,0.0,3283.68
1218,23,34,2024-11-13,6,4037.24,0.0,24223.44
1219,23,32,2024-11-13,2,2318.88,0.0,4637.76
1220,23,3,2024-11-13,3,1750.45,0.0,5251.35
1221,23,29,2024-11-21,3,2580.14,0.0,7740.42
1222,23,9,2024-11-21,3,3783.4,0.0,11350.2
1223,23,27,2024-11-21,8,5527.72,0.0,44221.76
1224,23,24,2024-11-21,8,2422.82,578.98,19382.56
1225,23,32,2025-01-29,2,1935.42,0.0,3870.84
1226,23,16,2025-01-29,10,541.48,0.0,5414.8
1227,23,15,2025-01-29,3,2083.56,0.0,6250.68
1228,23,37,2025-01-29,5,1076.27,0.0,5381.35
1229,23,17,2025-02-02,9,1243.26,0.0,11189.34
1230,23,30,2025-02-02,7,3492.48,0.0,24447.36
1231,23,26,2025-02-02,10,390.89,0.0,3908.9
1232,23,9,2025-02-04,6,1896.81,0.0,11380.86
1233,23,8,2025-02-04,7,917.61,0.0,6423.27
1234,23,27,2025-02-12,7,2768.85,0.0,19381.95
1235,23,19,2025-02-12,9,462.29,0.0,4160.61
1236,23,3,2025-05-13,3,1019.41,0.0,3058.23
1237,23,5,2025-05-13,4,506.21,0.0,2024.84
1238,23,18,2025-05-13,2,2388.02,0.0,4776.04
1239,23,6,2025-06-10,3,1236.67,0.0,3710.01
1240,23,15,2025-08-05,7,1698.28,0.0,11887.96
1241,23,4,2025-08-05,4,1803.12,0.0,7212.48
1242,23,29,2025-08-05,1,4217.29,0.0,4217.29
1243,23,10,2025-08-21,6,3082.22,0.0,18493.32
1244,23,8,2025-09-08,4,486.18,0.0,1944.72
1245,23,17,2025-09-08,9,1272.06,0.0,11448.54
1246,23,10,2025-09-08,10,2010.74,0.0,20107.4
1247,23,38,2025-09-08,2,2541.45,0.0,5082.9
1248,23,35,2025-09-25,4,1017.39,241.15,4069.56
1249,23,25,2025-10-01,1,3013.2,0.0,3013.2
1250,23,34,2025-10-01,6,2127.51,0.0,12765.06
1251,23,6,2025-10-01,4,1458.72,360.2,5834.88
1252,24,12,2024-11-05,9,1209.85,0.0,10888.65
1253,24,36,2024-11-06,7,1323.77,0.0,9266.39
1254,24,36,2024-11-06,8,1174.45,0.0,9395.6
1255,24,36,2024-11-06,3,1011.0,0.0,3033.0
1256,24,21,2024-11-10,5,646.09,0.0,3230.45
1257,24,14,2024-11-10,9,801.93,0.0,7217.37
1258,24,25,2025-01-03,2,2608.72,0.0,5217.44
1259,24,21,2025-03-02,3,624.63,0.0,1873.89
1260,24,23,2025-03-02,7,1201.5,0.0,8410.5
1261,24,29,2025-03-02,8,3152.39,0.0,25219.12
1262,24,34,2025-03-02,1,4214.81,0.0,4214.81
1263,24,6,2025-03-17,6,1216.87,0.0,7301.22
1264,24,4,2025-03-17,2,3772.23,0.0,7544.46
1265,24,2,2025-04-03,5,3124.06,0.0,15620.3
1266,24,13,2025-04-03,6,1595.45,0.0,9572.7
1267,24,14,2025-04-13,8,1232.76,0.0,9862.08
1268,24,12,2025-04-13,6,2080.45,0.0,12482.7
1269,24,32,2025-04-13,4,3097.02,0.0,12388.08
1270,24,36,2025-04-13,3,986.18,0.0,2958.54
1271,24,38,2025-04-29,10,1702.22,0.0,17022.2
1272,24,25,2025-05-15,10,4651.17,0.0,46511.7
1273,24,15,2025-05-23,2,1286.27,0.0,2572.54
1274,24,2,2025-05-23,7,1933.15,0.0,13532.05
1275,24,8,2025-05-23,7,805.14,0.0,5635.98
1276,24,23,2025-06-18,7,1396.0,0.0,9772.0
1277,24,17,2025-06-18,2,1032.26,0.0,2064.52
1278,24,28,2025-06-18,1,3541.06,0.0,3541.06
1279,24,26,2025-07-20,10,311.11,0.0,3111.1
1280,24,24,2025-08-28,8,4766.5,0.0,38132.0
1281,24,16,2025-08-28,4,1184.3,0.0,4737.2
1282,24,35,2025-08-28,9,1611.8,0.0,14506.2
1283,24,28,2025-08-28,3,2984.01,0.0,8952.03
1284,24,22,2025-09-29,9,2731.51,0.0,24583.59
1285,24,16,2025-09-29,7,1223.44,0.0,8564.08
1286,25,4,2024-11-10,5,2374.06,0.0,11870.3
1287,25,23,2024-11-10,3,2102.34,0.0,6307.02
1288,25,16,2024-11-10,8,592.56,0.0,4740.48
1289,25,34,2024-12-03,6,3691.71,0.0,22150.26
1290,25,27,2024-12-03,1,4048.09,0.0,4048.09
1291,25,21,2024-12-03,10,764.59,0.0,7645.9
1292,25,13,2024-12-03,5,1397.21,0.0,6986.05
1293,25,26,2025-01-04,4,412.21,0.0,1648.84
1294,25,38,2025-01-18,8,1887.91,0.0,15103.28
1295,25,24,2025-01-18,1,4470.46,0.0,4470.46
1296,25,18,2025-01-18,4,2627.22,0.0,10508.88
1297,25,8,2025-01-23,1,476.95,0.0,476.95
1298,25,14,2025-01-23,9,1233.44,0.0,11100.96
1299,25,18,2025-01-23,6,4537.34,0.0,27224.04
1300,25,20,2025-01-23,7,1112.63,0.0,7788.41
1301,25,25,2025-01-30,4,4505.75,0.0,18023.0
1302,25,7,2025-01-30,9,440.79,0.0,3967.11
1303,25,22,2025-01-30,1,3257.17,0.0,3257.17
1304,25,19,2025-01-30,5,660.51,0.0,3302.55
1305,25,1,2025-01-31,10,764.23,0.0,7642.3
1306,25,8,2025-01-31,10,822.54,0.0,8225.4
1307,25,25,2025-02-10,8,4003.8,0.0,32030.4
1308,25,38,2025-02-10,6,1578.22,0.0,9469.32
1309,25,9,2025-02-10,4,1777.63,0.0,7110.52
1310,25,1,2025-02-17,4,702.37,0.0,2809.48
1311,25,36,2025-02-17,3,925.25,0.0,2775.75
1312,25,17,2025-02-21,1,1440.15,0.0,1440.15
1313,25,27,2025-02-21,7,4147.91,0.0,29035.37
1314,25,5,2025-03-12,9,919.17,0.0,8272.53
1315,25,15,2025-03-12,4,998.53,0.0,3994.12
1316,25,5,2025-03-12,10,419.99,0.0,4199.9
1317,25,21,2025-03-18,7,571.28,0.0,3998.96
1318,25,20,2025-03-18,9,1473.27,0.0,13259.43
1319,25,28,2025-03-18,9,3006.47,0.0,27058.23
1320,25,12,2025-04-08,7,2538.24,0.0,17767.68
1321,25,35,2025-04-08,5,1887.36,0.0,9436.8
1322,25,28,2025-04-23,9,1983.47,0.0,17851.23
1323,25,32,2025-04-23,7,3891.4,0.0,27239.8
1324,25,36,2025-04-23,3,638.26,0.0,1914.78
1325,25,29,2025-05-10,1,3199.65,841.46,3199.65
1326,25,36,2025-05-19,6,633.55,0.0,3801.3
1327,25,26,2025-05-19,6,373.92,0.0,2243.52
1328,25,31,2025-05-19,1,5697.72,0.0,5697.72
1329,25,23,2025-05-20,9,1856.07,0.0,16704.63
1330,25,4,2025-05-20,8,2743.21,0.0,21945.68
1331,25,3,2025-05-28,7,2007.85,0.0,14054.95
1332,25,29,2025-05-28,4,3060.69,0.0,12242.76
1333,25,10,2025-05-28,6,3711.68,0.0,22270.08
1334,25,9,2025-06-27,7,1707.5,0.0,11952.5
1335,25,34,2025-06-27,6,4696.12,0.0,28176.72
1336,25,12,2025-06-27,2,1549.09,0.0,3098.18
1337,25,31,2025-07-05,2,4687.38,0.0,9374.76
1338,25,30,2025-07-05,2,4693.29,1001.09,9386.58
1339,25,29,2025-07-05,9,3594.17,0.0,32347.53
1340,25,4,2025-07-05,5,3046.22,0.0,15231.1
1341,25,9,2025-07-13,1,3376.27,0.0,3376.27
1342,25,7,2025-07-19,3,476.87,0.0,1430.61
1343,25,24,2025-08-07,9,2687.34,0.0,24186.06
1344,25,14,2025-08-29,6,699.09,0.0,4194.54
1345,25,6,2025-09-06,1,2537.32,0.0,2537.32
1346,25,20,2025-09-06,10,1505.75,0.0,15057.5
1347,25,19,2025-09-06,6,727.34,0.0,4364.04
1348,25,17,2025-09-06,10,1282.99,0.0,12829.9
1349,25,16,2025-09-10,10,609.39,0.0,6093.9
1350,25,9,2025-09-10,5,2768.49,0.0,13842.45
1351,25,1,2025-09-10,4,710.92,0.0,2843.68
1352,25,35,2025-09-21,10,1959.68,0.0,19596.8
1353,25,21,2025-09-21,9,422.41,0.0,3801.69
1354,25,9,2025-09-28,3,1686.32,0.0,5058.96
1355,25,7,2025-10-06,10,434.27,0.0,4342.7
1356,25,20,2025-10-06,8,1354.64,130.38,10837.12
1357,25,38,2025-10-06,9,3073.22,0.0,27658.98
1358,25,18,2025-10-13,10,3969.23,0.0,39692.3
1359,25,15,2025-10-13,10,1833.03,0.0,18330.3
1360,25,18,2025-10-13,4,4926.34,0.0,19705.36
1361,25,32,2025-10-18,7,2401.56,0.0,16810.92
1362,25,36,2025-10-21,3,735.38,0.0,2206.14
1363,25,16,2025-10-21,2,936.62,0.0,1873.24
1364,26,2,2024-11-09,8,3718.37,0.0,29746.96
1365,26,21,2024-11-09,10,837.69,0.0,8376.9
1366,26,13,2024-11-09,8,1690.02,0.0,13520.16
1367,26,11,2024-11-13,3,2701.99,0.0,8105.97
1368,26,34,2024-11-13,10,5413.7,0.0,54137.0
1369,26,6,2024-11-13,4,2347.38,0.0,9389.52
1370,26,26,2024-11-13,7,182.33,0.0,1276.31
1371,26,16,2024-12-12,2,882.95,0.0,1765.9
1372,26,33,2024-12-12,1,1246.25,0.0,1246.25
1373,26,32,2024-12-12,10,2417.25,0.0,24172.5
1374,26,29,2024-12-12,8,3187.17,0.0,25497.36
1375,26,2,2025-01-04,2,2887.99,0.0,5775.98
1376,26,34,2025-01-04,6,5202.25,0.0,31213.5
1377,26,20,2025-02-04,6,1124.37,0.0,6746.22
1378,26,34,2025-02-04,6,5168.23,0.0,31009.38
1379,26,19,2025-02-04,5,803.47,0.0,4017.35
1380,26,25,2025-02-09,8,5137.39,0.0,41099.12
1381,26,11,2025-02-09,6,1774.94,465.7,10649.64
1382,26,4,2025-02-09,5,2113.71,0.0,10568.55
1383,26,18,2025-02-09,5,2788.6,0.0,13943.0
1384,26,32,2025-02-19,5,1901.59,0.0,9507.95
1385,26,23,2025-02-19,5,1164.04,0.0,5820.2
1386,26,10,2025-02-19,10,4353.26,0.0,43532.6
1387,26,3,2025-02-19,1,1986.32,0.0,1986.32
1388,26,33,2025-02-23,6,782.32,0.0,4693.92
1389,26,4,2025-02-23,6,3218.19,0.0,19309.14
1390,26,25,2025-03-15,2,4952.0,0.0,9904.0
1391,26,8,2025-03-15,8,365.56,0.0,2924.48
1392,26,21,2025-03-15,3,551.57,0.0,1654.71
1393,26,2,2025-03-19,5,2413.37,390.61,12066.85
1394,26,34,2025-03-26,9,4596.5,0.0,41368.5
1395,26,12,2025-03-26,9,1930.54,0.0,17374.86
1396,26,20,2025-03-26,4,1199.51,0.0,4798.04
1397,26,36,2025-03-26,8,1018.59,0.0,8148.72
1398,26,15,2025-03-30,8,1990.07,0.0,15920.56
1399,26,33,2025-03-30,10,768.9,0.0,7689.0
1400,26,6,2025-03-30,7,1374.92,174.68,9624.44
1401,26,13,2025-05-13,9,2561.99,0.0,23057.91
1402,26,33,2025-05-13,3,1070.87,0.0,3212.61
1403,26,27,2025-05-13,2,2384.58,0.0,4769.16
1404,26,33,2025-05-13,6,1066.77,198.75,6400.62
1405,26,9,2025-05-20,7,3008.22,0.0,21057.54
1406,26,4,2025-05-20,1,2642.86,676.24,2642.86
1407,26,32,2025-05-30,10,2581.31,0.0,25813.1
1408,26,9,2025-06-05,9,2587.31,0.0,23285.79
1409,26,37,2025-06-05,1,2401.53,0.0,2401.53
1410,26,38,2025-07-04,3,1913.38,0.0,5740.14
1411,26,31,2025-07-04,10,3796.2,0.0,37962.0
1412,26,20,2025-07-04,8,1624.44,0.0,12995.52
1413,26,5,2025-07-07,2,750.89,0.0,1501.78
1414,26,20,2025-07-07,1,1370.55,0.0,1370.55
1415,26,4,2025-07-17,5,1896.43,0.0,9482.15
1416,26,38,2025-07-17,6,3611.83,0.0,21670.98
1417,26,25,2025-07-17,9,2629.17,0.0,23662.53
1418,26,29,2025-07-17,10,3854.42,0.0,38544.2
1419,26,11,2025-08-05,5,2586.55,548.08,12932.75
1420,26,38,2025-08-05,10,2988.22,0.0,29882.2
1421,26,25,2025-08-05,4,3510.81,0.0,14043.24
1422,26,12,2025-09-04,5,2385.41,0.0,11927.05
1423,26,20,2025-09-04,7,1334.99,0.0,9344.93
1424,26,28,2025-09-04,5,1916.66,0.0,9583.3
1425,26,16,2025-09-04,10,725.79,0.0,7257.9
1426,26,18,2025-09-24,9,3878.93,0.0,34910.37
1427,26,12,2025-09-24,4,1786.66,216.29,7146.64
1428,26,32,2025-09-29,4,3457.52,0.0,13830.08
1429,26,16,2025-10-07,8,1189.6,0.0,9516.8
1430,26,25,2025-10-07,8,3323.68,0.0,26589.44
1431,26,1,2025-10-07,1,1447.69,0.0,1447.69
1432,27,37,2024-11-23,10,1136.59,0.0,11365.9
1433,27,37,2024-11-23,2,1254.06,0.0,2508.12
1434,27,32,2024-11-23,4,3285.18,0.0,13140.72
1435,27,22,2024-12-09,1,2209.66,0.0,2209.66
1436,27,24,2024-12-16,8,1540.8,445.04,12326.4
1437,27,10,2024-12-16,8,2753.19,0.0,22025.52
1438,27,25,2025-02-14,9,4724.19,0.0,42517.71
1439,27,17,2025-02-14,8,1266.79,0.0,10134.32
1440,27,27,2025-02-25,7,4621.85,0.0,32352.95
1441,27,19,2025-02-25,3,375.52,0.0,1126.56
1442,27,15,2025-02-25,8,1087.46,0.0,8699.68
1443,27,6,2025-02-25,3,2910.31,0.0,8730.93
1444,27,14,2025-03-10,9,1224.02,0.0,11016.18
1445,27,10,2025-05-04,10,4141.11,0.0,41411.1
1446,27,6,2025-05-04,9,3186.67,0.0,28680.03
1447,27,8,2025-05-04,1,377.19,0.0,377.19
1448,27,28,2025-05-04,2,1656.66,0.0,3313.32
1449,27,7,2025-05-20,3,367.99,0.0,1103.97
1450,27,2,2025-06-08,5,2654.41,0.0,13272.05
1451,27,15,2025-06-08,9,1181.7,0.0,10635.3
1452,27,35,2025-06-08,8,1467.69,0.0,11741.52
1453,27,13,2025-06-08,8,2544.43,0.0,20355.44
1454,27,27,2025-06-17,1,4173.63,0.0,4173.63
1455,27,5,2025-06-29,4,538.25,0.0,2153.0
1456,27,8,2025-07-11,5,363.25,85.54,1816.25
1457,27,1,2025-07-15,4,710.91,0.0,2843.64
1458,27,18,2025-07-15,7,5292.59,0.0,37048.13
1459,27,30,2025-07-15,9,4013.25,0.0,36119.25
1460,27,17,2025-07-15,1,1025.32,0.0,1025.32
1461,27,28,2025-08-20,4,3227.25,0.0,12909.0
1462,27,27,2025-08-20,3,4287.35,0.0,12862.05
1463,27,1,2025-09-15,5,1368.72,0.0,6843.6
1464,27,13,2025-09-15,10,1441.87,0.0,14418.7
1465,27,32,2025-09-15,1,3253.42,188.5,3253.42
1466,27,34,2025-09-28,5,5244.58,0.0,26222.9
1467,27,28,2025-10-03,7,1502.12,0.0,10514.84
1468,27,23,2025-10-07,7,2425.82,0.0,16980.74
1469,27,6,2025-10-07,10,1424.3,0.0,14243.0
1470,27,5,2025-10-07,6,1052.09,0.0,6312.54
1471,28,6,2024-10-30,3,2512.55,0.0,7537.65
1472,28,15,2024-10-30,10,2082.43,0.0,20824.3
1473,28,17,2024-10-30,2,937.73,0.0,1875.46
1474,28,27,2024-11-10,7,3335.14,0.0,23345.98
1475,28,5,2024-11-15,7,590.46,0.0,4133.22
1476,28,19,2024-11-23,3,845.4,0.0,2536.2
1477,28,23,2024-11-23,7,1293.92,0.0,9057.44
1478,28,4,2024-11-30,7,2007.15,0.0,14050.05
1479,28,26,2024-12-01,5,292.0,0.0,1460.0
1480,28,15,2024-12-02,5,2058.26,0.0,10291.3
1481,28,7,2024-12-03,6,393.0,0.0,2358.0
1482,28,1,2024-12-03,1,1478.35,0.0,1478.35
1483,28,30,2024-12-03,1,5008.92,0.0,5008.92
1484,28,4,2024-12-16,2,2693.37,0.0,5386.74
1485,28,24,2024-12-16,3,1862.27,0.0,5586.81
1486,28,10,2024-12-16,5,1870.45,0.0,9352.25
1487,28,3,2024-12-23,3,1001.7,0.0,3005.1
1488,28,21,2025-01-12,9,597.28,0.0,5375.52
1489,28,33,2025-01-12,5,1225.68,0.0,6128.4
1490,28,7,2025-01-12,8,484.63,0.0,3877.04
1491,28,32,2025-01-24,3,3172.47,0.0,9517.41
1492,28,34,2025-01-24,8,4342.98,0.0,34743.84
1493,28,3,2025-01-26,8,2223.21,0.0,17785.68
1494,28,18,2025-02-01,1,3826.62,0.0,3826.62
1495,28,7,2025-02-01,9,189.67,0.0,1707.03
1496,28,26,2025-02-12,7,356.74,0.0,2497.18
1497,28,24,2025-02-12,1,2249.4,0.0,2249.4
1498,28,24,2025-02-12,10,3448.71,0.0,34487.1
1499,28,33,2025-02-12,5,810.26,0.0,4051.3
1500,28,16,2025-02-26,2,1306.71,0.0,2613.42
1501,28,5,2025-02-26,1,562.51,0.0,562.51
1502,28,4,2025-02-26,6,1660.81,0.0,9964.86
1503,28,12,2025-03-06,5,1371.93,0.0,6859.65
1504,28,26,2025-03-06,6,324.46,0.0,1946.76
1505,28,34,2025-03-06,4,3950.78,1229.64,15803.12
1506,28,8,2025-03-19,8,496.81,0.0,3974.48
1507,28,24,2025-03-19,5,3335.44,614.92,16677.2
1508,28,25,2025-03-19,3,5215.02,0.0,15645.06
1509,28,21,2025-03-19,10,694.83,0.0,6948.3
1510,28,36,2025-03-28,4,1062.23,0.0,4248.92
1511,28,23,2025-03-28,7,1869.89,0.0,13089.23
1512,28,33,2025-04-02,5,1582.36,0.0,7911.8
1513,28,18,2025-04-08,8,5069.45,0.0,40555.6
1514,28,27,2025-05-12,6,6193.83,0.0,37162.98
1515,28,36,2025-05-12,5,970.5,0.0,4852.5
1516,28,12,2025-05-20,1,1334.87,198.04,1334.87
1517,28,37,2025-05-20,6,1806.69,0.0,10840.14
1518,28,17,2025-06-05,9,857.86,0.0,7720.74
1519,28,24,2025-06-05,1,4580.07,0.0,4580.07
1520,28,18,2025-06-05,4,3986.53,0.0,15946.12
1521,28,17,2025-06-17,4,654.52,91.39,2618.08
1522,28,27,2025-06-17,9,6071.54,0.0,54643.86
1523,28,3,2025-07-10,1,2147.04,0.0,2147.04
1524,28,19,2025-07-10,9,728.13,0.0,6553.17
1525,28,27,2025-07-10,7,2254.65,425.13,15782.55
1526,28,28,2025-07-10,1,3412.68,0.0,3412.68
1527,28,36,2025-07-11,9,1333.23,0.0,11999.07
1528,28,20,2025-07-13,4,914.12,0.0,3656.48
1529,28,11,2025-07-13,6,3031.32,0.0,18187.92
1530,28,12,2025-07-13,10,2162.93,0.0,21629.3
1531,28,14,2025-07-13,2,1283.93,0.0,2567.86
1532,28,2,2025-07-21,8,1611.09,0.0,12888.72
1533,28,13,2025-07-21,7,1632.87,0.0,11430.09
1534,28,2,2025-07-26,8,3806.57,0.0,30452.56
1535,28,11,2025-07-26,3,3543.15,0.0,10629.45
1536,28,15,2025-07-26,9,2119.26,0.0,19073.34
1537,28,11,2025-07-26,1,3398.63,0.0,3398.63
1538,28,12,2025-08-03,7,1596.69,0.0,11176.83
1539,28,11,2025-08-03,2,4245.74,0.0,8491.48
1540,28,16,2025-08-03,2,1058.33,0.0,2116.66
1541,28,10,2025-08-05,10,2098.19,0.0,20981.9
1542,28,14,2025-08-05,5,820.77,0.0,4103.85
1543,28,27,2025-08-08,5,3095.77,0.0,15478.85
1544,28,30,2025-08-08,2,4502.58,0.0,9005.16
1545,28,21,2025-08-08,3,388.35,0.0,1165.05
1546,28,19,2025-08-24,7,804.82,0.0,5633.74
1547,28,18,2025-08-24,7,2487.95,0.0,17415.65
1548,28,1,2025-08-24,6,649.57,0.0,3897.42
1549,28,35,2025-08-27,2,1686.94,0.0,3373.88
1550,28,24,2025-08-27,8,4435.58,0.0,35484.64
1551,28,34,2025-08-27,9,3967.29,0.0,35705.61
1552,28,14,2025-08-27,5,585.27,0.0,2926.35
1553,28,30,2025-08-28,8,3729.07,1086.92,29832.56
1554,28,13,2025-10-16,1,1981.17,0.0,1981.17
1555,28,19,2025-10-16,3,848.56,0.0,2545.68
1556,28,32,2025-10-16,7,3320.4,0.0,23242.8
1557,28,16,2025-10-16,5,1399.47,0.0,6997.35
1558,29,3,2024-10-28,6,1205.43,0.0,7232.58
1559,29,4,2024-10-29,10,3767.04,0.0,37670.4
1560,29,18,2024-10-30,7,4435.9,0.0,31051.3
1561,29,32,2024-10-30,7,3669.25,0.0,25684.75
1562,29,12,2024-11-26,5,1805.05,0.0,9025.25
1563,29,6,2024-11-26,5,2692.95,501.37,13464.75
1564,29,19,2024-11-26,6,334.77,0.0,2008.62
1565,29,32,2024-11-29,10,3226.29,0.0,32262.9
1566,29,37,2024-11-29,6,2273.88,0.0,13643.28
1567,29,10,2024-12-24,2,3670.14,0.0,7340.28
1568,29,34,2024-12-24,1,4703.39,0.0,4703.39
1569,29,33,2025-01-04,3,1314.28,0.0,3942.84
1570,29,8,2025-01-04,9,719.58,0.0,6476.22
1571,29,2,2025-01-04,9,2909.74,0.0,26187.66
1572,29,31,2025-01-11,8,5675.46,0.0,45403.68
1573,29,33,2025-01-19,10,1063.37,0.0,10633.7
1574,29,21,2025-01-22,8,457.24,0.0,3657.92
1575,29,28,2025-01-22,8,2798.08,0.0,22384.64
